PerNo,yyyy,PerStatus,sex,工作分類,職等,廠區代碼,管理層級,工作資歷1,工作資歷2,工作資歷3,工作資歷4,工作資歷5,專案時數,專案總數,當前專案角色,特殊專案佔比,工作地點,訓練時數A,訓練時數B,訓練時數C,生產總額,榮譽數,是否升遷,升遷速度,近三月請假數A,近一年請假數A,近三月請假數B,近一年請假數B,出差數A,出差數B,出差集中度,年度績效等級A,年度績效等級B,年度績效等級C,年齡層級,婚姻狀況,年資層級A,年資層級B,年資層級C,任職前工作平均年數,眷屬量,通勤成本,歸屬部門
5355,2015,0,0.0,2.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,5.0,3.0,6.0,0.0,0.0,1.0,0.0,2.0,5.0,4.0,2.0,9.0,1.0,5.0,4.0,2.0,1.0,3.0,8.0,14105.0
5358,2015,0,0.0,2.0,4.0,20.0,1.0,0.0,0.0,0.0,1.0,0.0,23.0,2.0,3.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,3.0,7.0,0.0,0.0,1.0,0.0,0.0,2.0,7.0,2.0,11.0,1.0,7.0,7.0,1.0,1.0,1.0,8.0,20019.0
5360,2015,0,1.0,1.0,7.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,2.0,3.0,6.0,0.0,0.0,2.0,11.0,2.0,0.0,2.0,3.0,6.0,0.0,0.0,2.0,1.0,2.0,5.0,1.0,4.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,8.0,13191.0
5364,2015,0,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,1.0,4.0,5.0,1.0,0.0,1.0,3.0,0.0,0.0,4.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,7.0,2.0,3.0,3.0,0.0,0.0,0.0,8.0,8012.0
5365,2015,0,1.0,1.0,2.0,14.0,3.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,1.0,1.0,6.0,0.0,7.0,2.0,10.0,0.0,0.0,1.0,2.0,7.0,0.0,0.0,3.0,1.0,4.0,4.0,1.0,5.0,6.0,1.0,2.0,2.0,0.0,0.0,0.0,8.0,14067.0
5367,2015,0,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,5.0,5.0,3.0,6.0,5.0,2.0,2.0,22.0,1.0,0.0,1.0,5.0,6.0,0.0,0.0,2.0,1.0,1.0,10.0,1.0,5.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,8142.0
5368,2015,0,1.0,1.0,7.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,5.0,5.0,3.0,6.0,0.0,0.0,4.0,7.0,1.0,0.0,3.0,4.0,6.0,0.0,0.0,2.0,0.0,1.0,5.0,1.0,2.0,5.0,1.0,2.0,2.0,0.0,0.0,0.0,8.0,13151.0
5373,2015,0,0.0,2.0,7.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,6.0,0.0,0.0,1.0,69.0,0.0,0.0,7.0,4.0,7.0,0.0,0.0,1.0,0.0,2.0,5.0,8.0,2.0,11.0,1.0,6.0,5.0,2.0,1.0,2.0,8.0,13168.0
5374,2015,0,0.0,1.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,3.0,3.0,6.0,2.0,0.0,1.0,8.0,0.0,0.0,5.0,8.0,6.0,0.0,0.0,1.0,0.0,1.0,10.0,2.0,2.0,10.0,1.0,5.0,3.0,4.0,1.0,2.0,8.0,4010.0
5377,2015,0,1.0,1.0,4.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,8.0,0.0,0.0,1.0,0.0,2.0,1.0,8.0,2.0,8.0,1.0,4.0,3.0,2.0,1.0,1.0,8.0,17108.0
5379,2015,0,1.0,1.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,9.0,11.0,9.0,0.0,0.0,2.0,0.0,0.0,5.0,2.0,6.0,0.0,0.0,2.0,0.0,2.0,5.0,5.0,2.0,8.0,1.0,4.0,4.0,1.0,1.0,1.0,10.0,14048.0
5382,2015,0,0.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,5.0,0.0,5.0,3.0,0.0,2.0,6.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,1.0,0.0,3.0,5.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,8.0,8012.0
5384,2015,0,1.0,1.0,4.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,2.0,0.0,0.0,1.0,9.0,0.0,0.0,2.0,5.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,4.0,8.0,1.0,5.0,4.0,2.0,1.0,2.0,8.0,20069.0
5389,2015,0,0.0,1.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,5.0,1.0,5.0,1.0,2.0,1.0,48.0,0.0,0.0,2.0,3.0,8.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,2.0,2.0,2.0,0.0,0.0,0.0,9.0,16178.0
5390,2015,0,1.0,1.0,4.0,16.0,1.0,1.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,0.0,5.0,0.0,3.0,1.0,11.0,1.0,0.0,3.0,4.0,10.0,0.0,0.0,3.0,1.0,3.0,1.0,4.0,4.0,7.0,1.0,4.0,3.0,1.0,1.0,2.0,6.0,16070.0
5393,2015,0,0.0,1.0,4.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,1.0,6.0,0.0,0.0,2.0,14.0,1.0,0.0,1.0,4.0,7.0,0.0,0.0,2.0,0.0,1.0,10.0,1.0,5.0,4.0,1.0,2.0,2.0,0.0,1.0,0.0,14.0,17041.0
5394,2015,0,1.0,1.0,7.0,19.0,1.0,0.0,0.0,0.0,1.0,1.0,22.0,1.0,5.0,1.0,6.0,1.0,0.0,3.0,12.0,2.0,0.0,2.0,2.0,8.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,8.0,19043.0
5395,2015,0,0.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,2.0,6.0,3.0,0.0,4.0,1.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,5.0,6.0,1.0,3.0,2.0,1.0,1.0,2.0,8.0,2101.0
5397,2015,0,0.0,1.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,0.0,6.0,1.0,2.0,3.0,9.0,1.0,0.0,3.0,1.0,6.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,5.0,7.0,1.0,3.0,2.0,2.0,1.0,2.0,8.0,2197.0
5404,2015,0,1.0,1.0,2.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,1.0,1.0,11.0,0.0,0.0,2.0,4.0,5.0,0.0,0.0,3.0,1.0,6.0,4.0,1.0,4.0,11.0,1.0,5.0,5.0,1.0,1.0,1.0,8.0,14195.0
5405,2015,0,1.0,1.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,22.0,4.0,5.0,1.0,6.0,1.0,2.0,2.0,7.0,2.0,1.0,1.0,5.0,6.0,0.0,0.0,1.0,1.0,0.0,10.0,1.0,4.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,8.0,2197.0
5407,2015,0,1.0,1.0,7.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,11.0,6.0,0.0,0.0,1.0,11.0,0.0,0.0,3.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,5.0,9.0,2.0,6.0,1.0,4.0,4.0,0.0,0.0,1.0,8.0,13084.0
5408,2015,0,1.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,5.0,5.0,1.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,5.0,1.0,6.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,3.0,10.0,1.0,5.0,5.0,0.0,0.0,1.0,8.0,4010.0
5416,2015,0,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,1.0,1.0,23.0,3.0,1.0,1.0,5.0,0.0,2.0,1.0,31.0,0.0,0.0,3.0,2.0,6.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,5.0,6.0,1.0,3.0,3.0,0.0,0.0,0.0,8.0,8145.0
5419,2015,0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,24.0,2.0,5.0,1.0,6.0,0.0,0.0,3.0,4.0,0.0,0.0,1.0,3.0,5.0,0.0,0.0,1.0,0.0,1.0,10.0,8.0,2.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,8.0,14077.0
5420,2015,0,0.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,5.0,0.0,3.0,3.0,0.0,1.0,6.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,5.0,3.0,2.0,5.0,2.0,3.0,1.0,3.0,2.0,1.0,8.0,2197.0
5423,2015,0,0.0,1.0,7.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,22.0,1.0,1.0,0.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,4.0,9.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,2.0,6.0,1.0,3.0,1.0,3.0,1.0,0.0,8.0,20069.0
5425,2015,0,0.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,2.0,6.0,2.0,0.0,3.0,10.0,0.0,1.0,1.0,2.0,6.0,0.0,0.0,1.0,0.0,2.0,10.0,1.0,2.0,6.0,1.0,3.0,3.0,1.0,1.0,3.0,9.0,14077.0
5431,2015,0,1.0,1.0,3.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,1.0,6.0,3.0,2.0,1.0,46.0,2.0,0.0,2.0,4.0,5.0,0.0,0.0,3.0,1.0,6.0,6.0,1.0,4.0,8.0,1.0,3.0,2.0,2.0,1.0,0.0,8.0,13168.0
5432,2015,0,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,21.0,1.0,1.0,0.0,6.0,0.0,3.0,1.0,10.0,1.0,0.0,3.0,2.0,9.0,0.0,0.0,1.0,1.0,2.0,1.0,7.0,5.0,6.0,2.0,2.0,2.0,0.0,0.0,0.0,8.0,8038.0
5439,2015,0,1.0,1.0,3.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,7.0,6.0,0.0,1.0,1.0,0.0,1.0,4.0,1.0,5.0,12.0,1.0,6.0,6.0,0.0,0.0,1.0,8.0,14048.0
5441,2015,0,0.0,1.0,7.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,6.0,5.0,0.0,3.0,7.0,6.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,2.0,7.0,1.0,4.0,3.0,1.0,1.0,1.0,8.0,19035.0
5442,2015,0,0.0,1.0,7.0,19.0,1.0,1.0,0.0,0.0,1.0,0.0,22.0,3.0,5.0,4.0,6.0,0.0,0.0,1.0,5.0,1.0,0.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,5.0,5.0,1.0,2.0,1.0,2.0,0.0,1.0,8.0,19043.0
5443,2015,0,1.0,1.0,7.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,5.0,0.0,6.0,1.0,0.0,5.0,3.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,8.0,18025.0
5444,2015,0,1.0,1.0,7.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,5.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,8.0,20069.0
5447,2015,0,0.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,5.0,8.0,1.0,4.0,4.0,0.0,1.0,2.0,8.0,8181.0
5449,2015,0,0.0,1.0,3.0,16.0,1.0,0.0,0.0,0.0,1.0,0.0,19.0,2.0,5.0,4.0,5.0,0.0,0.0,2.0,10.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,1.0,10.0,5.0,7.0,1.0,4.0,2.0,3.0,1.0,3.0,8.0,16001.0
5451,2015,0,1.0,1.0,3.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,2.0,12.0,1.0,5.0,2.0,5.0,1.0,2.0,8.0,14067.0
5453,2015,0,0.0,2.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,7.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,2.0,5.0,2.0,2.0,2.0,0.0,0.0,0.0,8.0,8117.0
5457,2015,0,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,1.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,5.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,5.0,5.0,1.0,3.0,2.0,2.0,1.0,2.0,8.0,20071.0
5463,2015,0,1.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,7.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,2.0,12.0,1.0,6.0,6.0,1.0,1.0,0.0,8.0,2197.0
5466,2015,0,1.0,1.0,3.0,19.0,6.0,0.0,0.0,0.0,0.0,1.0,23.0,4.0,5.0,4.0,6.0,0.0,0.0,3.0,21.0,6.0,0.0,2.0,2.0,6.0,0.0,0.0,1.0,0.0,1.0,6.0,1.0,4.0,7.0,1.0,3.0,3.0,1.0,1.0,1.0,9.0,19043.0
5467,2015,0,0.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,4.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,7.0,2.0,8.0,1.0,4.0,4.0,0.0,0.0,2.0,8.0,14105.0
5471,2015,0,0.0,2.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,5.0,0.0,6.0,4.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,8.0,0.0,0.0,1.0,0.0,0.0,5.0,4.0,5.0,7.0,1.0,4.0,2.0,4.0,1.0,3.0,8.0,2180.0
5473,2015,0,0.0,1.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,1.0,3.0,6.0,2.0,0.0,0.0,7.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,5.0,2.0,3.0,4.0,1.0,4.0,10.0,1.0,5.0,5.0,1.0,1.0,1.0,8.0,4010.0
5480,2015,0,1.0,1.0,3.0,20.0,6.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,6.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,5.0,6.0,0.0,0.0,1.0,0.0,0.0,6.0,10.0,4.0,8.0,1.0,4.0,3.0,3.0,1.0,2.0,8.0,20071.0
5483,2015,0,0.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,9.0,1.0,5.0,5.0,1.0,1.0,3.0,8.0,20208.0
5485,2015,0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,13.0,1.0,0.0,2.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,2.0,6.0,1.0,2.0,1.0,1.0,1.0,2.0,8.0,14040.0
5489,2015,0,0.0,2.0,7.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,8.0,0.0,0.0,1.0,0.0,0.0,5.0,4.0,5.0,6.0,1.0,3.0,1.0,3.0,1.0,0.0,10.0,20071.0
5490,2015,0,1.0,1.0,3.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,5.0,4.0,2.0,2.0,2.0,0.0,0.0,1.0,8.0,20208.0
5495,2015,0,1.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,2.0,5.0,1.0,2.0,2.0,1.0,1.0,2.0,8.0,8126.0
5499,2015,0,1.0,1.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,5.0,1.0,2.0,1.0,25.0,0.0,0.0,2.0,1.0,6.0,0.0,0.0,2.0,1.0,1.0,10.0,4.0,5.0,7.0,1.0,3.0,2.0,3.0,2.0,0.0,8.0,16178.0
5503,2015,0,1.0,1.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,10.0,5.0,0.0,0.0,2.0,6.0,1.0,0.0,1.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,4.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,8.0,16001.0
5505,2015,0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,1.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,5.0,6.0,0.0,0.0,1.0,0.0,2.0,10.0,8.0,2.0,9.0,1.0,4.0,4.0,1.0,1.0,2.0,8.0,14105.0
5510,2015,0,0.0,2.0,7.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,6.0,0.0,0.0,1.0,0.0,1.0,5.0,4.0,2.0,9.0,2.0,6.0,6.0,1.0,1.0,1.0,8.0,13087.0
5512,2015,0,1.0,1.0,4.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,1.0,2.0,6.0,0.0,0.0,1.0,5.0,2.0,0.0,3.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,10.0,3.0,2.0,8.0,1.0,4.0,4.0,1.0,1.0,0.0,8.0,19043.0
5513,2015,0,1.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,0.0,6.0,0.0,0.0,1.0,11.0,1.0,0.0,5.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,2.0,12.0,1.0,4.0,3.0,1.0,1.0,1.0,8.0,2197.0
5514,2015,0,1.0,1.0,4.0,17.0,6.0,0.0,0.0,0.0,1.0,1.0,20.0,3.0,5.0,1.0,6.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,7.0,1.0,4.0,10.0,9.0,5.0,5.0,1.0,2.0,2.0,0.0,0.0,0.0,8.0,17108.0
5515,2015,0,0.0,1.0,7.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,2.0,11.0,1.0,7.0,7.0,0.0,1.0,0.0,8.0,13147.0
5520,2015,0,1.0,1.0,4.0,11.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,2.0,0.0,4.0,0.0,0.0,4.0,4.0,1.0,0.0,1.0,3.0,7.0,0.0,0.0,4.0,1.0,3.0,10.0,7.0,5.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,12.0,11051.0
5521,2015,0,0.0,2.0,3.0,10.0,6.0,0.0,1.0,0.0,0.0,0.0,23.0,3.0,5.0,2.0,6.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,3.0,5.0,0.0,0.0,1.0,0.0,1.0,10.0,10.0,4.0,7.0,1.0,4.0,4.0,1.0,1.0,2.0,9.0,10005.0
5522,2015,0,1.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,5.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,9.0,0.0,0.0,2.0,0.0,2.0,5.0,8.0,2.0,5.0,1.0,2.0,1.0,1.0,1.0,2.0,8.0,8145.0
5525,2015,0,0.0,1.0,3.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,1.0,6.0,6.0,0.0,0.0,1.0,13.0,0.0,1.0,1.0,3.0,8.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,4.0,11.0,2.0,6.0,2.0,6.0,1.0,0.0,8.0,8157.0
5531,2015,0,1.0,2.0,3.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,5.0,0.0,5.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,11.0,1.0,7.0,7.0,0.0,0.0,2.0,8.0,16121.0
5532,2015,0,0.0,1.0,1.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,1.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,12.0,1.0,7.0,5.0,4.0,2.0,1.0,8.0,19166.0
5535,2015,0,1.0,1.0,2.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,1.0,1.0,6.0,0.0,2.0,1.0,19.0,1.0,1.0,1.0,7.0,6.0,0.0,0.0,2.0,1.0,2.0,4.0,1.0,4.0,10.0,1.0,5.0,5.0,1.0,1.0,2.0,8.0,14053.0
5539,2015,0,1.0,1.0,4.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,5.0,1.0,6.0,3.0,0.0,3.0,2.0,0.0,0.0,1.0,3.0,5.0,0.0,0.0,1.0,0.0,1.0,2.0,9.0,4.0,8.0,2.0,4.0,1.0,6.0,1.0,1.0,8.0,20069.0
5540,2015,0,0.0,1.0,7.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,5.0,1.0,6.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,1.0,1.0,1.0,5.0,8.0,2.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,8.0,17108.0
5542,2015,0,1.0,1.0,7.0,14.0,1.0,0.0,0.0,1.0,0.0,1.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,2.0,4.0,0.0,0.0,2.0,3.0,6.0,0.0,0.0,1.0,0.0,2.0,5.0,2.0,2.0,4.0,2.0,2.0,2.0,0.0,0.0,1.0,8.0,14067.0
5545,2015,0,0.0,1.0,3.0,19.0,4.0,0.0,1.0,1.0,1.0,0.0,23.0,1.0,5.0,0.0,6.0,6.0,0.0,2.0,6.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,1.0,3.0,2.0,1.0,1.0,2.0,8.0,19035.0
5547,2015,0,0.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,1.0,6.0,0.0,3.0,5.0,4.0,1.0,0.0,3.0,4.0,5.0,0.0,0.0,1.0,1.0,1.0,10.0,9.0,4.0,4.0,1.0,2.0,2.0,1.0,0.0,1.0,8.0,2197.0
5548,2015,0,1.0,2.0,3.0,20.0,6.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,5.0,0.0,6.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,8.0,5.0,8.0,1.0,4.0,2.0,3.0,2.0,2.0,8.0,20134.0
5549,2015,0,1.0,1.0,3.0,10.0,1.0,0.0,0.0,1.0,0.0,1.0,21.0,1.0,5.0,0.0,6.0,2.0,0.0,1.0,22.0,1.0,1.0,1.0,5.0,8.0,0.0,0.0,1.0,0.0,0.0,10.0,4.0,5.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,8.0,10011.0
5551,2015,0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,5.0,0.0,6.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,3.0,9.0,0.0,0.0,1.0,0.0,2.0,6.0,4.0,2.0,10.0,1.0,4.0,3.0,1.0,1.0,0.0,8.0,2180.0
5558,2015,0,1.0,1.0,3.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,2.0,0.0,4.0,10.0,0.0,0.0,2.0,6.0,6.0,0.0,0.0,2.0,0.0,3.0,6.0,10.0,5.0,9.0,1.0,4.0,2.0,3.0,1.0,1.0,8.0,14053.0
5559,2015,0,0.0,1.0,4.0,17.0,1.0,0.0,0.0,1.0,0.0,0.0,22.0,3.0,5.0,1.0,6.0,2.0,2.0,1.0,6.0,0.0,0.0,2.0,6.0,11.0,0.0,0.0,2.0,1.0,1.0,1.0,10.0,2.0,8.0,2.0,2.0,2.0,1.0,1.0,1.0,8.0,17033.0
5561,2015,0,1.0,1.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,6.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,3.0,6.0,0.0,0.0,1.0,0.0,1.0,10.0,10.0,2.0,7.0,1.0,3.0,1.0,4.0,1.0,1.0,8.0,14105.0
5563,2015,0,1.0,1.0,7.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,2.0,7.0,1.0,3.0,2.0,2.0,1.0,2.0,8.0,20069.0
5565,2015,0,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,1.0,0.0,6.0,4.0,0.0,1.0,9.0,0.0,0.0,1.0,3.0,5.0,0.0,0.0,2.0,1.0,3.0,10.0,9.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,8074.0
