PerNo,yyyy,PerStatus,sex,工作分類,職等,廠區代碼,管理層級,工作資歷1,工作資歷2,工作資歷3,工作資歷4,工作資歷5,專案時數,專案總數,當前專案角色,特殊專案佔比,工作地點,訓練時數A,訓練時數B,訓練時數C,生產總額,榮譽數,是否升遷,升遷速度,近三月請假數A,近一年請假數A,近三月請假數B,近一年請假數B,出差數A,出差數B,出差集中度,年度績效等級A,年度績效等級B,年度績效等級C,年齡層級,婚姻狀況,年資層級A,年資層級B,年資層級C,任職前工作平均年數,眷屬量,通勤成本,歸屬部門
5975,2014,1,1.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,5.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,8.0,8145.0
5983,2014,1,0.0,1.0,7.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,5.0,1.0,6.0,0.0,0.0,5.0,3.0,1.0,0.0,2.0,0.0,8.0,1.0,1.0,2.0,0.0,2.0,5.0,4.0,2.0,6.0,1.0,2.0,1.0,2.0,1.0,1.0,9.0,13151.0
6015,2014,1,0.0,1.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,6.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,7.0,3.0,2.0,0.0,0.0,0.0,10.0,3.0,2.0,5.0,1.0,2.0,1.0,3.0,2.0,3.0,8.0,6167.0
6117,2014,1,0.0,2.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,1.0,9.0,2.0,6.0,6.0,1.0,1.0,0.0,8.0,14048.0
6140,2014,1,1.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,5.0,0.0,5.0,2.0,2.0,1.0,3.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,1.0,1.0,0.0,5.0,10.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,8.0,8145.0
6165,2014,1,0.0,1.0,4.0,17.0,1.0,1.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,2.0,6.0,0.0,0.0,5.0,2.0,0.0,0.0,2.0,1.0,10.0,0.0,0.0,2.0,1.0,2.0,10.0,1.0,5.0,4.0,1.0,2.0,2.0,0.0,0.0,1.0,9.0,17108.0
6180,2014,1,1.0,1.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,6.0,0.0,0.0,5.0,2.0,1.0,0.0,1.0,7.0,10.0,0.0,0.0,1.0,0.0,0.0,10.0,1.0,5.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,8.0,6024.0
6214,2014,1,1.0,1.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,8.0,6024.0
6239,2014,1,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,3.0,1.0,2.0,6.0,3.0,0.0,1.0,22.0,0.0,0.0,3.0,2.0,6.0,0.0,0.0,6.0,1.0,3.0,2.0,10.0,4.0,6.0,1.0,2.0,2.0,0.0,0.0,1.0,8.0,14048.0
6266,2014,1,1.0,1.0,7.0,18.0,1.0,0.0,0.0,0.0,0.0,1.0,21.0,2.0,5.0,2.0,6.0,6.0,0.0,3.0,3.0,1.0,0.0,3.0,0.0,10.0,0.0,0.0,4.0,0.0,3.0,5.0,10.0,5.0,4.0,1.0,2.0,2.0,0.0,0.0,2.0,9.0,18111.0
6277,2014,1,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,1.0,0.0,5.0,2.0,2.0,2.0,11.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,1.0,1.0,3.0,10.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,16.0,8162.0
6298,2014,1,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,5.0,1.0,6.0,1.0,0.0,1.0,10.0,0.0,1.0,1.0,4.0,5.0,0.0,0.0,3.0,1.0,5.0,5.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,0.0,8.0,14195.0
6307,2014,1,1.0,1.0,7.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,5.0,1.0,6.0,2.0,0.0,1.0,15.0,1.0,0.0,3.0,4.0,10.0,0.0,0.0,1.0,1.0,0.0,10.0,5.0,2.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,10.0,13049.0
6354,2014,1,0.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,5.0,0.0,6.0,4.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,8.0,2197.0
6418,2014,1,1.0,1.0,7.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,7.0,1.0,0.0,2.0,2.0,7.0,0.0,0.0,1.0,0.0,3.0,5.0,6.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,8.0,10011.0
6449,2014,1,1.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,1.0,6.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,2.0,0.0,2.0,10.0,7.0,4.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,8.0,4045.0
6464,2014,1,1.0,1.0,7.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,23.0,3.0,5.0,3.0,6.0,6.0,0.0,2.0,20.0,1.0,0.0,4.0,4.0,6.0,0.0,0.0,3.0,0.0,2.0,10.0,9.0,2.0,6.0,1.0,3.0,3.0,0.0,0.0,0.0,6.0,2101.0
6495,2014,1,1.0,1.0,3.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,5.0,0.0,6.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,6.0,4.0,5.0,8.0,1.0,4.0,1.0,5.0,1.0,0.0,8.0,6170.0
6497,2014,1,0.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,8.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,2.0,8.0,2.0,4.0,1.0,4.0,1.0,1.0,9.0,14195.0
6527,2014,1,1.0,1.0,3.0,20.0,5.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,1.0,6.0,0.0,0.0,1.0,7.0,0.0,1.0,1.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,6.0,1.0,3.0,3.0,0.0,0.0,1.0,15.0,20071.0
6576,2014,1,1.0,1.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,5.0,1.0,6.0,0.0,0.0,1.0,8.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,5.0,8.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,4045.0
6622,2014,1,0.0,1.0,7.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,5.0,0.0,6.0,1.0,0.0,2.0,4.0,0.0,0.0,3.0,2.0,9.0,0.0,0.0,2.0,1.0,1.0,5.0,4.0,2.0,5.0,1.0,2.0,2.0,1.0,1.0,0.0,7.0,17112.0
6645,2014,1,1.0,1.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,5.0,1.0,5.0,0.0,0.0,1.0,11.0,0.0,0.0,1.0,2.0,7.0,0.0,0.0,1.0,1.0,1.0,10.0,5.0,5.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,8.0,16086.0
6693,2014,1,1.0,1.0,4.0,18.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,3.0,5.0,1.0,6.0,0.0,0.0,3.0,17.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,2.0,0.0,1.0,10.0,3.0,2.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,8.0,18111.0
6768,2014,1,0.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,2.0,6.0,0.0,0.0,2.0,3.0,1.0,0.0,3.0,3.0,6.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,5.0,4.0,2.0,2.0,2.0,0.0,0.0,1.0,8.0,2101.0
6832,2014,1,1.0,1.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,10.0,0.0,2.0,4.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,2.0,0.0,3.0,5.0,4.0,5.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,8.0,6170.0
6857,2014,1,1.0,2.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,3.0,11.0,6.0,0.0,0.0,2.0,3.0,0.0,0.0,5.0,4.0,6.0,0.0,0.0,1.0,0.0,2.0,2.0,5.0,2.0,11.0,1.0,7.0,6.0,1.0,1.0,0.0,8.0,14048.0
6930,2014,1,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,5.0,0.0,11.0,8.0,0.0,1.0,2.0,1.0,0.0,1.0,3.0,7.0,0.0,0.0,3.0,0.0,9.0,1.0,1.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,13.0,14040.0
6950,2014,1,1.0,1.0,7.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,8.0,20054.0
6951,2014,1,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,1.0,0.0,6.0,0.0,2.0,1.0,5.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,1.0,1.0,2.0,1.0,8.0,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,9.0,20069.0
6982,2014,1,1.0,1.0,7.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,8.0,20019.0
7017,2014,1,1.0,1.0,3.0,19.0,4.0,0.0,1.0,0.0,0.0,0.0,22.0,3.0,5.0,1.0,6.0,0.0,0.0,4.0,12.0,1.0,0.0,2.0,2.0,8.0,5.0,4.0,1.0,0.0,0.0,6.0,9.0,5.0,8.0,2.0,3.0,1.0,4.0,2.0,0.0,8.0,19135.0
7066,2014,1,1.0,1.0,7.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,15.0,1.0,0.0,1.0,5.0,6.0,0.0,0.0,1.0,0.0,0.0,5.0,8.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,11.0,10008.0
7085,2014,1,0.0,1.0,4.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,2.0,0.0,2.0,4.0,2.0,1.0,1.0,3.0,7.0,0.0,0.0,1.0,0.0,0.0,5.0,7.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,8.0,10011.0
7097,2014,1,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,1.0,1.0,5.0,0.0,0.0,2.0,8.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,1.0,1.0,0.0,1.0,10.0,4.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,8.0,8139.0
7178,2014,1,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,2.0,5.0,1.0,2.0,2.0,19.0,0.0,0.0,1.0,4.0,6.0,0.0,0.0,2.0,1.0,2.0,10.0,1.0,4.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,8.0,8145.0
7242,2014,1,0.0,2.0,3.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,4.0,2.0,2.0,0.0,2.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,6.0,1.0,3.0,3.0,0.0,0.0,2.0,8.0,10011.0
7345,2014,1,0.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,1.0,0.0,6.0,1.0,0.0,3.0,3.0,0.0,0.0,3.0,6.0,9.0,0.0,0.0,1.0,0.0,1.0,10.0,4.0,2.0,10.0,1.0,5.0,3.0,3.0,2.0,2.0,8.0,4010.0
7357,2014,1,1.0,1.0,7.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,12.0,2.0,5.0,7.0,6.0,3.0,0.0,10.0,2.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,3.0,0.0,3.0,5.0,2.0,5.0,6.0,1.0,3.0,2.0,2.0,2.0,1.0,8.0,6167.0
7368,2014,1,1.0,1.0,7.0,19.0,1.0,0.0,0.0,0.0,0.0,1.0,24.0,1.0,5.0,0.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,8.0,19039.0
7369,2014,1,1.0,1.0,3.0,19.0,6.0,0.0,1.0,0.0,0.0,0.0,23.0,5.0,5.0,3.0,6.0,0.0,2.0,3.0,5.0,4.0,0.0,1.0,1.0,7.0,0.0,0.0,1.0,1.0,0.0,6.0,9.0,5.0,7.0,1.0,3.0,2.0,3.0,1.0,3.0,8.0,19035.0
7419,2014,1,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,1.0,5.0,0.0,5.0,2.0,0.0,1.0,12.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,1.0,0.0,2.0,10.0,10.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,8.0,8162.0
7429,2014,1,1.0,1.0,2.0,19.0,6.0,0.0,1.0,0.0,0.0,1.0,23.0,2.0,1.0,1.0,6.0,0.0,4.0,2.0,29.0,3.0,0.0,2.0,3.0,6.0,0.0,0.0,1.0,1.0,0.0,7.0,1.0,5.0,9.0,1.0,4.0,4.0,0.0,0.0,3.0,8.0,19135.0
7457,2014,1,1.0,1.0,3.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,24.0,3.0,3.0,1.0,6.0,0.0,0.0,5.0,17.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,2.0,1.0,1.0,4.0,7.0,5.0,11.0,1.0,7.0,6.0,1.0,1.0,1.0,8.0,14048.0
7459,2014,1,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,8.0,0.0,0.0,2.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,2.0,5.0,1.0,2.0,1.0,1.0,1.0,3.0,8.0,20208.0
7491,2014,1,1.0,1.0,7.0,18.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,5.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,8.0,18002.0
7505,2014,1,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,22.0,1.0,1.0,0.0,6.0,0.0,0.0,1.0,9.0,0.0,0.0,2.0,6.0,8.0,0.0,0.0,4.0,0.0,13.0,1.0,4.0,5.0,6.0,2.0,3.0,3.0,0.0,0.0,0.0,8.0,4045.0
7515,2014,1,1.0,1.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,5.0,4.0,0.0,1.0,1.0,6.0,8.0,0.0,0.0,1.0,1.0,0.0,1.0,8.0,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,10.0,6024.0
7549,2014,1,1.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,24.0,2.0,5.0,1.0,6.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,8.0,8181.0
7557,2014,1,1.0,1.0,7.0,20.0,1.0,0.0,0.0,1.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,1.0,1.0,5.0,0.0,0.0,3.0,2.0,6.0,0.0,0.0,1.0,1.0,0.0,5.0,3.0,2.0,4.0,2.0,2.0,2.0,0.0,0.0,1.0,8.0,20019.0
7559,2014,1,1.0,1.0,7.0,20.0,1.0,0.0,0.0,1.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,7.0,0.0,0.0,3.0,4.0,7.0,0.0,0.0,1.0,0.0,0.0,10.0,3.0,2.0,6.0,2.0,3.0,2.0,2.0,0.0,1.0,8.0,20071.0
7600,2014,1,0.0,1.0,3.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,2.0,0.0,3.0,1.0,1.0,4.0,7.0,1.0,4.0,1.0,5.0,2.0,0.0,8.0,6170.0
7613,2014,1,1.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,3.0,5.0,1.0,6.0,1.0,0.0,3.0,4.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,6.0,8157.0
7646,2014,1,1.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,3.0,5.0,1.0,5.0,0.0,0.0,2.0,12.0,0.0,0.0,3.0,3.0,8.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,5.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,8.0,8145.0
7673,2014,1,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,2.0,5.0,2.0,2.0,2.0,0.0,0.0,1.0,8.0,20130.0
7743,2014,1,1.0,1.0,7.0,19.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,3.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,7.0,0.0,1.0,1.0,0.0,0.0,5.0,6.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,8.0,19138.0
7877,2014,1,1.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,5.0,1.0,0.0,2.0,3.0,0.0,0.0,2.0,6.0,7.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,13.0,8145.0
7904,2014,1,0.0,1.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,5.0,0.0,6.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,4.0,8.0,0.0,0.0,1.0,0.0,0.0,10.0,4.0,5.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,8.0,6024.0
7909,2014,1,1.0,1.0,2.0,19.0,6.0,0.0,0.0,0.0,0.0,1.0,23.0,4.0,5.0,1.0,6.0,1.0,0.0,6.0,10.0,2.0,0.0,2.0,5.0,6.0,0.0,0.0,1.0,0.0,1.0,7.0,8.0,5.0,7.0,1.0,4.0,4.0,1.0,1.0,0.0,8.0,19138.0
7930,2014,1,1.0,1.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,24.0,2.0,5.0,1.0,6.0,2.0,1.0,1.0,8.0,1.0,0.0,1.0,1.0,6.0,0.0,0.0,3.0,1.0,10.0,5.0,9.0,5.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,8.0,14040.0
8011,2014,1,1.0,1.0,4.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,2.0,6.0,0.0,0.0,1.0,5.0,0.0,0.0,5.0,5.0,6.0,0.0,0.0,1.0,0.0,1.0,7.0,3.0,3.0,10.0,1.0,5.0,3.0,3.0,1.0,0.0,8.0,10008.0
8024,2014,1,0.0,1.0,3.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,6.0,0.0,0.0,4.0,6.0,1.0,0.0,1.0,5.0,10.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,2.0,9.0,1.0,6.0,6.0,0.0,1.0,2.0,8.0,14040.0
8028,2014,1,1.0,1.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,1.0,7.0,1.0,3.0,1.0,0.0,0.0,5.0,7.0,4.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,8.0,6024.0
8149,2014,1,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,24.0,2.0,1.0,0.0,6.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,1.0,1.0,0.0,10.0,2.0,2.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,8.0,8181.0
8169,2014,1,1.0,1.0,2.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,18.0,1.0,1.0,0.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,5.0,10.0,0.0,0.0,2.0,0.0,2.0,3.0,1.0,5.0,12.0,1.0,6.0,1.0,8.0,1.0,1.0,8.0,6170.0
8226,2014,1,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,5.0,0.0,6.0,0.0,0.0,2.0,5.0,1.0,0.0,2.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,10.0,4.0,2.0,5.0,1.0,3.0,1.0,3.0,1.0,0.0,8.0,13151.0
8229,2014,1,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,3.0,1.0,6.0,0.0,0.0,1.0,10.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,2.0,0.0,1.0,7.0,3.0,2.0,12.0,1.0,7.0,2.0,8.0,2.0,0.0,8.0,4045.0
8276,2014,1,1.0,1.0,7.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,11.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,8.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,8.0,20192.0
8299,2014,1,0.0,1.0,7.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.0,5.0,0.0,0.0,1.0,8.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,8.0,8012.0
8327,2014,1,1.0,1.0,4.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,6.0,0.0,0.0,3.0,10.0,3.0,0.0,2.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,5.0,5.0,1.0,1.0,1.0,0.0,0.0,2.0,8.0,19135.0
8330,2014,1,1.0,1.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,1.0,0.0,5.0,2.0,0.0,1.0,10.0,0.0,0.0,1.0,3.0,7.0,1.0,1.0,1.0,0.0,2.0,1.0,7.0,5.0,4.0,2.0,1.0,1.0,0.0,1.0,1.0,8.0,16070.0
8348,2014,1,1.0,1.0,3.0,6.0,4.0,0.0,1.0,0.0,0.0,1.0,22.0,2.0,5.0,0.0,6.0,0.0,0.0,2.0,15.0,1.0,0.0,2.0,6.0,9.0,0.0,0.0,1.0,0.0,0.0,6.0,3.0,2.0,7.0,2.0,2.0,2.0,0.0,0.0,0.0,6.0,6167.0
8371,2014,1,1.0,1.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,0.0,6.0,0.0,1.0,4.0,3.0,0.0,0.0,2.0,6.0,6.0,0.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,12.0,1.0,7.0,2.0,9.0,2.0,1.0,8.0,6167.0
8377,2014,1,1.0,1.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,3.0,1.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,2.0,0.0,2.0,5.0,7.0,2.0,10.0,1.0,6.0,4.0,3.0,1.0,0.0,8.0,14077.0
8379,2014,1,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,24.0,2.0,5.0,2.0,6.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,10.0,5.0,2.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,8.0,8157.0
8412,2014,1,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,2.0,5.0,1.0,1.0,1.0,3.0,6.0,0.0,0.0,1.0,0.0,2.0,10.0,5.0,2.0,4.0,2.0,2.0,2.0,0.0,0.0,1.0,8.0,20208.0
8458,2014,1,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,1.0,1.0,5.0,9.0,0.0,3.0,11.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,2.0,1.0,2.0,10.0,1.0,4.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,8.0,8162.0
8514,2014,1,1.0,1.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,5.0,2.0,6.0,0.0,0.0,2.0,8.0,1.0,0.0,2.0,4.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,12.0,2101.0
8612,2014,1,1.0,1.0,3.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,1.0,5.0,0.0,0.0,1.0,16.0,0.0,0.0,1.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,6.0,10.0,5.0,7.0,1.0,3.0,1.0,4.0,2.0,0.0,8.0,16059.0
