PerNo,yyyy_1,PerStatus_1,sex_1,工作分類_1,職等_1,廠區代碼_1,管理層級_1,工作資歷1_1,工作資歷2_1,工作資歷3_1,工作資歷4_1,工作資歷5_1,專案時數_1,專案總數_1,當前專案角色_1,特殊專案佔比_1,工作地點_1,訓練時數A_1,訓練時數B_1,訓練時數C_1,生產總額_1,榮譽數_1,是否升遷_1,升遷速度_1,近三月請假數A_1,近一年請假數A_1,近三月請假數B_1,近一年請假數B_1,出差數A_1,出差數B_1,出差集中度_1,年度績效等級A_1,年度績效等級B_1,年度績效等級C_1,年齡層級_1,婚姻狀況_1,年資層級A_1,年資層級B_1,年資層級C_1,任職前工作平均年數_1,眷屬量_1,通勤成本_1,歸屬部門_1,yyyy_2,PerStatus_2,sex_2,工作分類_2,職等_2,廠區代碼_2,管理層級_2,工作資歷1_2,工作資歷2_2,工作資歷3_2,工作資歷4_2,工作資歷5_2,專案時數_2,專案總數_2,當前專案角色_2,特殊專案佔比_2,工作地點_2,訓練時數A_2,訓練時數B_2,訓練時數C_2,生產總額_2,榮譽數_2,是否升遷_2,升遷速度_2,近三月請假數A_2,近一年請假數A_2,近三月請假數B_2,近一年請假數B_2,出差數A_2,出差數B_2,出差集中度_2,年度績效等級A_2,年度績效等級B_2,年度績效等級C_2,年齡層級_2,婚姻狀況_2,年資層級A_2,年資層級B_2,年資層級C_2,任職前工作平均年數_2,眷屬量_2,通勤成本_2,歸屬部門_2,yyyy,PerStatus,sex,工作分類,職等,廠區代碼,管理層級,工作資歷1,工作資歷2,工作資歷3,工作資歷4,工作資歷5,專案時數,專案總數,當前專案角色,特殊專案佔比,工作地點,訓練時數A,訓練時數B,訓練時數C,生產總額,榮譽數,是否升遷,升遷速度,近三月請假數A,近一年請假數A,近三月請假數B,近一年請假數B,出差數A,出差數B,出差集中度,年度績效等級A,年度績效等級B,年度績效等級C,年齡層級,婚姻狀況,年資層級A,年資層級B,年資層級C,任職前工作平均年數,眷屬量,通勤成本,歸屬部門
4510,2015,0,1.0,1.0,4.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,2.0,3.0,0.0,0.0,5.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,3.0,11.0,1.0,7.0,5.0,4.0,2.0,0.0,8.0,19039.0,2016,0,1.0,1.0,4.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,0.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,2.0,11.0,1.0,7.0,5.0,4.0,2.0,1.0,8.0,19039.0,2017,0,1.0,1.0,4.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,5.0,1.0,6.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,2.0,11.0,1.0,7.0,5.0,4.0,2.0,1.0,8.0,19039.0
4512,2015,0,1.0,1.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,1.0,5.0,7.0,5.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,8.0,4125.0,2016,0,1.0,1.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,5.0,0.0,6.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,4.0,7.0,0.0,1.0,1.0,0.0,1.0,5.0,8.0,5.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,8.0,4125.0,2017,0,1.0,1.0,7.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,1.0,6.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,3.0,6.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,5.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,8.0,4125.0
4520,2015,0,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,1.0,0.0,6.0,0.0,0.0,2.0,9.0,0.0,0.0,2.0,3.0,7.0,0.0,0.0,1.0,0.0,2.0,2.0,10.0,4.0,6.0,1.0,2.0,2.0,1.0,1.0,0.0,8.0,20089.0,2016,0,1.0,1.0,3.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,0.0,6.0,0.0,0.0,1.0,9.0,0.0,1.0,1.0,1.0,6.0,0.0,0.0,1.0,0.0,1.0,6.0,1.0,4.0,7.0,1.0,2.0,2.0,1.0,1.0,0.0,8.0,20089.0,2017,0,1.0,1.0,3.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,3.0,8.0,0.0,0.0,1.0,0.0,1.0,6.0,1.0,4.0,7.0,1.0,2.0,2.0,1.0,1.0,0.0,14.0,20089.0
4523,2015,0,1.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,23.0,4.0,5.0,3.0,6.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,5.0,6.0,0.0,0.0,3.0,0.0,2.0,10.0,5.0,4.0,8.0,1.0,3.0,3.0,1.0,1.0,1.0,8.0,4010.0,2016,0,1.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,5.0,1.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,3.0,0.0,2.0,10.0,1.0,5.0,8.0,1.0,4.0,3.0,1.0,1.0,1.0,8.0,4010.0,2017,0,1.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,1.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,3.0,0.0,3.0,10.0,10.0,2.0,9.0,1.0,4.0,3.0,1.0,1.0,1.0,8.0,4010.0
4524,2015,0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,4.0,6.0,1.0,0.0,1.0,6.0,0.0,0.0,2.0,6.0,6.0,0.0,0.0,2.0,0.0,2.0,10.0,10.0,4.0,8.0,1.0,4.0,4.0,0.0,0.0,2.0,8.0,14053.0,2016,0,1.0,1.0,3.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,2.0,6.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,3.0,6.0,0.0,0.0,2.0,0.0,3.0,1.0,1.0,4.0,8.0,1.0,4.0,4.0,0.0,0.0,1.0,8.0,14053.0,2017,0,1.0,1.0,3.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,2.0,6.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,3.0,7.0,0.0,0.0,2.0,0.0,4.0,1.0,1.0,5.0,8.0,1.0,4.0,4.0,0.0,0.0,1.0,8.0,14053.0
4526,2015,0,1.0,1.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,5.0,0.0,0.0,1.0,9.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,4.0,10.0,1.0,5.0,5.0,1.0,1.0,2.0,8.0,8162.0,2016,0,1.0,1.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,1.0,1.0,5.0,0.0,2.0,1.0,4.0,0.0,0.0,1.0,5.0,6.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,5.0,10.0,1.0,5.0,5.0,1.0,1.0,2.0,8.0,8162.0,2017,0,1.0,1.0,3.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,1.0,1.0,5.0,0.0,0.0,3.0,4.0,0.0,0.0,2.0,5.0,6.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,5.0,11.0,1.0,5.0,5.0,1.0,1.0,2.0,8.0,8162.0
4527,2015,0,1.0,2.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,0.0,0.0,4.0,0.0,7.0,10.0,7.0,2.0,7.0,1.0,3.0,3.0,1.0,1.0,3.0,10.0,20208.0,2016,0,1.0,2.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,6.0,0.0,0.0,3.0,1.0,6.0,10.0,4.0,5.0,7.0,1.0,3.0,3.0,1.0,1.0,3.0,10.0,20208.0,2017,0,1.0,2.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,8.0,0.0,0.0,3.0,1.0,4.0,1.0,9.0,5.0,8.0,1.0,4.0,3.0,1.0,1.0,3.0,10.0,20208.0
4530,2015,0,1.0,1.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,1.0,1.0,5.0,0.0,2.0,2.0,6.0,0.0,1.0,1.0,5.0,6.0,0.0,0.0,1.0,1.0,0.0,5.0,6.0,5.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,9.0,16086.0,2016,0,1.0,1.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,5.0,1.0,5.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,4.0,5.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,9.0,16086.0,2017,0,1.0,1.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,5.0,5.0,5.0,5.0,0.0,0.0,2.0,8.0,0.0,0.0,1.0,7.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,10.0,5.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,9.0,16086.0
4534,2015,0,0.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,0.0,6.0,0.0,0.0,2.0,4.0,0.0,0.0,2.0,2.0,8.0,0.0,0.0,1.0,0.0,0.0,5.0,7.0,5.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,9.0,2058.0,2016,0,0.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,6.0,0.0,0.0,2.0,12.0,0.0,0.0,2.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,0.0,9.0,2058.0,2017,0,0.0,1.0,7.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,14.0,1.0,5.0,0.0,6.0,0.0,0.0,2.0,11.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,0.0,9.0,2128.0
4539,2015,0,1.0,1.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,2.0,5.0,0.0,0.0,1.0,58.0,1.0,0.0,5.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,11.0,1.0,6.0,6.0,0.0,0.0,1.0,8.0,16070.0,2016,0,1.0,1.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,4.0,5.0,0.0,0.0,1.0,56.0,1.0,0.0,5.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,2.0,11.0,1.0,6.0,6.0,0.0,0.0,0.0,8.0,16070.0,2017,0,1.0,1.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,3.0,5.0,0.0,0.0,2.0,28.0,0.0,0.0,5.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,12.0,1.0,6.0,6.0,0.0,0.0,0.0,8.0,16070.0
4542,2015,0,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,2.0,6.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,5.0,7.0,1.0,2.0,1.0,2.0,2.0,2.0,8.0,8142.0,2016,0,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,5.0,4.0,6.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,7.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,2.0,7.0,1.0,2.0,1.0,2.0,2.0,2.0,8.0,8142.0,2017,0,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,4.0,5.0,6.0,6.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,4.0,7.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,7.0,1.0,2.0,2.0,2.0,2.0,2.0,8.0,8142.0
4544,2015,0,0.0,2.0,3.0,20.0,4.0,0.0,0.0,1.0,0.0,0.0,22.0,2.0,5.0,0.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,1.0,0.0,2.0,6.0,4.0,4.0,10.0,1.0,6.0,5.0,2.0,1.0,0.0,11.0,20192.0,2016,0,0.0,2.0,3.0,20.0,4.0,0.0,0.0,1.0,0.0,0.0,23.0,1.0,5.0,0.0,11.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,2.0,1.0,3.0,7.0,9.0,4.0,10.0,1.0,6.0,5.0,2.0,1.0,1.0,11.0,20192.0,2017,0,0.0,2.0,3.0,20.0,4.0,0.0,0.0,1.0,0.0,0.0,23.0,1.0,5.0,1.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,7.0,0.0,0.0,2.0,1.0,4.0,7.0,9.0,4.0,11.0,1.0,6.0,6.0,2.0,1.0,1.0,11.0,20192.0
4545,2015,0,0.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,8.0,5.0,0.0,0.0,1.0,6.0,1.0,0.0,5.0,4.0,6.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,5.0,9.0,1.0,6.0,6.0,0.0,1.0,0.0,9.0,8194.0,2016,0,0.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,9.0,5.0,2.0,0.0,2.0,6.0,1.0,0.0,5.0,1.0,5.0,0.0,0.0,2.0,0.0,1.0,5.0,4.0,5.0,10.0,1.0,6.0,6.0,0.0,1.0,0.0,9.0,8194.0,2017,0,0.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,4.0,5.0,6.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,5.0,1.0,2.0,10.0,9.0,5.0,10.0,1.0,6.0,6.0,0.0,1.0,0.0,9.0,8194.0
4548,2015,0,1.0,1.0,4.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,3.0,6.0,0.0,0.0,2.0,6.0,1.0,0.0,1.0,5.0,9.0,0.0,0.0,2.0,1.0,2.0,10.0,1.0,5.0,5.0,1.0,2.0,2.0,0.0,0.0,0.0,9.0,17108.0,2016,0,1.0,1.0,4.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,5.0,6.0,0.0,0.0,4.0,6.0,1.0,0.0,1.0,3.0,9.0,0.0,0.0,2.0,1.0,2.0,10.0,1.0,4.0,5.0,1.0,2.0,2.0,0.0,0.0,0.0,9.0,17108.0,2017,0,1.0,1.0,4.0,17.0,6.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,3.0,6.0,0.0,0.0,4.0,1.0,4.0,10.0,1.0,5.0,5.0,1.0,2.0,2.0,0.0,0.0,0.0,8.0,17108.0
4550,2015,0,0.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,3.0,0.0,6.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,6.0,0.0,0.0,1.0,0.0,1.0,10.0,1.0,5.0,6.0,1.0,3.0,2.0,2.0,1.0,3.0,8.0,2180.0,2016,0,0.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,3.0,0.0,6.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,4.0,7.0,0.0,0.0,1.0,0.0,1.0,10.0,8.0,5.0,7.0,1.0,4.0,3.0,2.0,1.0,3.0,8.0,2180.0,2017,0,0.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,3.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,1.0,0.0,1.0,10.0,4.0,4.0,7.0,1.0,4.0,3.0,2.0,1.0,3.0,8.0,2180.0
4560,2015,0,1.0,1.0,2.0,20.0,3.0,0.0,1.0,0.0,1.0,0.0,23.0,2.0,1.0,0.0,6.0,0.0,4.0,1.0,6.0,1.0,0.0,4.0,2.0,4.0,0.0,0.0,2.0,2.0,5.0,3.0,1.0,4.0,10.0,1.0,5.0,5.0,1.0,1.0,2.0,8.0,20019.0,2016,0,1.0,1.0,2.0,20.0,3.0,0.0,1.0,0.0,1.0,0.0,23.0,2.0,1.0,0.0,6.0,1.0,15.0,4.0,4.0,1.0,0.0,5.0,2.0,3.0,0.0,0.0,2.0,4.0,2.0,3.0,1.0,5.0,10.0,1.0,5.0,5.0,1.0,1.0,2.0,8.0,20019.0,2017,0,1.0,1.0,2.0,20.0,3.0,0.0,1.0,0.0,1.0,0.0,23.0,3.0,1.0,2.0,6.0,2.0,0.0,5.0,6.0,0.0,0.0,5.0,3.0,5.0,0.0,0.0,3.0,2.0,3.0,3.0,1.0,4.0,10.0,1.0,5.0,5.0,1.0,1.0,2.0,8.0,20019.0
4561,2015,0,0.0,1.0,4.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,5.0,1.0,0.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,2.0,6.0,1.0,3.0,2.0,2.0,1.0,1.0,8.0,19039.0,2016,0,0.0,1.0,4.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,1.0,6.0,0.0,0.0,2.0,5.0,1.0,0.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,2.0,7.0,1.0,3.0,3.0,2.0,1.0,1.0,8.0,19135.0,2017,0,0.0,1.0,4.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,2.0,4.0,1.0,0.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,2.0,7.0,1.0,3.0,3.0,2.0,1.0,1.0,8.0,19135.0
4563,2015,0,0.0,2.0,4.0,17.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,7.0,6.0,0.0,0.0,10.0,0.0,0.0,0.0,3.0,3.0,7.0,0.0,0.0,2.0,0.0,3.0,10.0,7.0,5.0,10.0,2.0,4.0,2.0,4.0,1.0,1.0,8.0,17093.0,2016,0,0.0,2.0,4.0,17.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,7.0,6.0,2.0,0.0,6.0,0.0,0.0,0.0,3.0,5.0,6.0,0.0,0.0,2.0,1.0,3.0,10.0,1.0,5.0,10.0,2.0,4.0,2.0,4.0,1.0,1.0,8.0,17093.0,2017,0,0.0,2.0,3.0,17.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,6.0,6.0,1.0,0.0,5.0,0.0,1.0,1.0,1.0,1.0,7.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,5.0,10.0,2.0,4.0,2.0,4.0,1.0,1.0,8.0,17093.0
4564,2015,0,1.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,5.0,1.0,6.0,0.0,0.0,2.0,12.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,3.0,0.0,2.0,5.0,9.0,2.0,5.0,1.0,2.0,2.0,0.0,1.0,1.0,8.0,2101.0,2016,0,1.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,4.0,5.0,2.0,6.0,0.0,0.0,2.0,9.0,0.0,0.0,3.0,2.0,7.0,0.0,0.0,2.0,0.0,1.0,5.0,10.0,5.0,6.0,1.0,2.0,2.0,0.0,1.0,1.0,8.0,2101.0,2017,0,1.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,5.0,1.0,6.0,0.0,0.0,2.0,7.0,1.0,0.0,4.0,4.0,6.0,0.0,0.0,1.0,0.0,1.0,10.0,1.0,4.0,6.0,1.0,3.0,3.0,0.0,1.0,2.0,8.0,2098.0
4565,2015,0,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,0.0,6.0,0.0,0.0,2.0,14.0,1.0,0.0,3.0,2.0,6.0,0.0,0.0,1.0,0.0,2.0,1.0,9.0,5.0,7.0,1.0,2.0,2.0,0.0,0.0,1.0,8.0,13151.0,2016,0,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,1.0,1.0,6.0,0.0,0.0,3.0,12.0,2.0,0.0,3.0,4.0,6.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,5.0,7.0,1.0,2.0,2.0,0.0,0.0,1.0,8.0,13151.0,2017,0,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,1.0,1.0,6.0,0.0,0.0,2.0,7.0,2.0,0.0,3.0,1.0,6.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,5.0,7.0,1.0,2.0,2.0,0.0,0.0,0.0,9.0,13151.0
4569,2015,0,1.0,1.0,7.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,10.0,6.0,1.0,0.0,6.0,3.0,1.0,0.0,2.0,3.0,7.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,5.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,6.0,13084.0,2016,0,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,1.0,10.0,6.0,0.0,0.0,4.0,3.0,1.0,1.0,1.0,3.0,8.0,0.0,0.0,1.0,0.0,0.0,10.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,0.0,6.0,13084.0,2017,0,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,1.0,7.0,6.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,4.0,9.0,0.0,0.0,2.0,0.0,2.0,10.0,1.0,5.0,4.0,2.0,2.0,2.0,1.0,1.0,0.0,6.0,13084.0
4572,2015,0,1.0,1.0,3.0,20.0,4.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,1.0,0.0,6.0,0.0,0.0,1.0,5.0,0.0,1.0,1.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,2.0,9.0,4.0,5.0,1.0,3.0,3.0,0.0,0.0,2.0,8.0,20089.0,2016,0,1.0,1.0,3.0,20.0,5.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,5.0,0.0,6.0,0.0,0.0,3.0,7.0,0.0,0.0,1.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,5.0,5.0,1.0,3.0,3.0,0.0,0.0,2.0,8.0,20089.0,2017,0,1.0,1.0,3.0,20.0,5.0,0.0,0.0,0.0,0.0,1.0,22.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,8.0,0.0,0.0,1.0,2.0,9.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,5.0,6.0,1.0,3.0,3.0,0.0,0.0,2.0,8.0,20089.0
4573,2015,0,1.0,1.0,3.0,18.0,1.0,0.0,1.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,2.0,5.0,3.0,0.0,1.0,1.0,3.0,7.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,5.0,5.0,1.0,2.0,1.0,2.0,3.0,0.0,13.0,18025.0,2016,0,1.0,1.0,3.0,18.0,1.0,0.0,1.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,2.0,1.0,5.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,5.0,6.0,1.0,2.0,1.0,2.0,3.0,0.0,8.0,18025.0,2017,0,1.0,1.0,3.0,18.0,1.0,0.0,1.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,2.0,8.0,4.0,6.0,1.0,2.0,2.0,2.0,3.0,0.0,8.0,18025.0
4575,2015,0,0.0,1.0,1.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,11.0,6.0,1.0,0.0,1.0,2.0,0.0,0.0,6.0,1.0,6.0,0.0,0.0,2.0,0.0,5.0,5.0,1.0,2.0,9.0,2.0,5.0,4.0,3.0,2.0,1.0,9.0,14077.0,2016,0,0.0,1.0,1.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,12.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,2.0,1.0,5.0,5.0,1.0,5.0,9.0,2.0,6.0,4.0,3.0,2.0,1.0,9.0,14077.0,2017,0,0.0,1.0,1.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,15.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,5.0,0.0,0.0,3.0,1.0,6.0,5.0,1.0,5.0,9.0,2.0,6.0,4.0,3.0,2.0,1.0,9.0,14077.0
4576,2015,0,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,3.0,5.0,1.0,3.0,0.0,0.0,1.0,16.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,2.0,0.0,2.0,1.0,10.0,4.0,5.0,1.0,3.0,3.0,0.0,0.0,2.0,8.0,20017.0,2016,0,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,4.0,1.0,4.0,3.0,0.0,0.0,1.0,12.0,0.0,0.0,2.0,7.0,6.0,0.0,0.0,5.0,0.0,2.0,2.0,1.0,4.0,5.0,1.0,3.0,3.0,0.0,0.0,2.0,8.0,20017.0,2017,0,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,5.0,1.0,2.0,3.0,0.0,0.0,1.0,6.0,0.0,0.0,3.0,4.0,6.0,0.0,0.0,5.0,0.0,3.0,2.0,1.0,4.0,6.0,1.0,3.0,3.0,0.0,0.0,2.0,8.0,20017.0
